post_id,baseline_category,baseline_confidence,refined_category,refined_confidence,change_type,confidence_delta,baseline_entities,refined_entities
3533166086566342903,drinks,0.7,drinks,0.613,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""drinks"", ""cuisines"": [], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""drinks"": [""bar""]}, ""cuisine_evidence"": {}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""atldatenight"", ""scad"", ""thingstodoinatlanta""], ""mentions"": [""atllovesmo"", ""imane_ayissi"", ""scaddotedu"", ""scadfash"", ""scadshowatl"", ""thesandypowell"", ""thesandypowell."", ""zendaya""], ""likes"": 3790, ""comments"": 97, ""video_views"": 22047}}","{""meal_type_evidence"": {""embedding_label"": ""dinner"", ""embedding_similarity"": 0.132, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [], ""newly_detected"": [], ""removed"": [], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""activity"", ""embedding_similarity"": 0.266, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}}"
3414147299906387476,event,0.7,event,0.613,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""unknown"", ""cuisines"": [""american""], ""content_type"": ""event"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {}, ""cuisine_evidence"": {""american"": [""american"", ""burger"", ""southern""]}, ""content_evidence"": {""event"": [""event""]}}, ""metadata"": {""hashtags"": [""antique"", ""atlblog"", ""marburgerfarm"", ""marburgerfarmantiqueshow"", ""thingstodoinatlanta""], ""mentions"": [""atllovesmo"", ""marburgerfarm""], ""likes"": 1872, ""comments"": 87, ""video_views"": 21783}}","{""meal_type_evidence"": {""embedding_label"": ""dinner"", ""embedding_similarity"": 0.197, ""baseline_label"": ""unknown"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""american""], ""newly_detected"": [], ""removed"": [""american""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""activity"", ""embedding_similarity"": 0.355, ""baseline_label"": ""event"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""embedding_disagrees_but_baseline_acceptable""}}"
3295361581758404026,dessert,0.7,dessert,0.613,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""dessert"", ""cuisines"": [""chinese""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""dessert"": [""dessert""]}, ""cuisine_evidence"": {""chinese"": [""chinese""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlantafood"", ""atlblog"", ""atleats"", ""atlfoodie""], ""mentions"": [""atllovesmo"", ""tioluchos""], ""likes"": 1908, ""comments"": 102, ""video_views"": 21643}}","{""meal_type_evidence"": {""embedding_label"": ""snack"", ""embedding_similarity"": 0.299, ""baseline_label"": ""dessert"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [""american"", ""mexican""], ""embedding_similarities"": {""american"": 0.402, ""mexican"": 0.495}, ""baseline_cuisines"": [""chinese""], ""newly_detected"": [""mexican"", ""american""], ""removed"": [""chinese""], ""reason"": ""embedding_refined_cuisine_list""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.345, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}}"
3692459436158690983,drinks,0.7,drinks,0.613,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""drinks"", ""cuisines"": [""italian"", ""coffee_cafe""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""drinks"": [""gin""]}, ""cuisine_evidence"": {""italian"": [""pizza""], ""coffee_cafe"": [""coffee""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""extraordinarypizza"", ""mistero1"", ""mistero1pizza""], ""mentions"": [""mistero1pizza""], ""likes"": 1701, ""comments"": 93, ""video_views"": 20333}}","{""meal_type_evidence"": {""embedding_label"": ""snack"", ""embedding_similarity"": 0.195, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [""italian""], ""embedding_similarities"": {""italian"": 0.495}, ""baseline_cuisines"": [""italian"", ""coffee_cafe""], ""newly_detected"": [], ""removed"": [""coffee_cafe""], ""reason"": ""embedding_refined_cuisine_list""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.296, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}}"
3471742281092696546,event,0.7,event,0.613,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""dinner"", ""cuisines"": [], ""content_type"": ""event"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""dinner"": [""date night""]}, ""cuisine_evidence"": {}, ""content_evidence"": {""event"": [""ticket""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""atldatenight"", ""atlfoodie""], ""mentions"": [""atlartfair"", ""prattpullmandistrict""], ""likes"": 3567, ""comments"": 56, ""video_views"": 19885}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.182, ""baseline_label"": ""dinner"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [], ""newly_detected"": [], ""removed"": [], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""activity"", ""embedding_similarity"": 0.341, ""baseline_label"": ""event"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}}"
3559853702330510471,dinner,0.7,dinner,0.613,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""dinner"", ""cuisines"": [], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""dinner"": [""date night""], ""drinks"": [""cocktail""]}, ""cuisine_evidence"": {}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""atldatenight"", ""atleats"", ""atlfoodie""], ""mentions"": [""atllovesmo"", ""sundialatl"", ""westinpeachtreeplaza""], ""likes"": 2528, ""comments"": 113, ""video_views"": 19491}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.245, ""baseline_label"": ""dinner"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [], ""newly_detected"": [], ""removed"": [], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.28, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}}"
3599073038748200044,event,0.7,event,0.613,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""dinner"", ""cuisines"": [], ""content_type"": ""event"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""dinner"": [""date night""], ""drinks"": [""gin""]}, ""cuisine_evidence"": {}, ""content_evidence"": {""event"": [""ticket""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""atldatenight"", ""thingstodoinatlanta""], ""mentions"": [""atlantavibevb"", ""realprovb""], ""likes"": 2122, ""comments"": 101, ""video_views"": 19219}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.128, ""baseline_label"": ""dinner"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [], ""newly_detected"": [], ""removed"": [], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""event"", ""embedding_similarity"": 0.216, ""baseline_label"": ""event"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}}"
3493203106232347009,drinks,0.7,drinks,0.613,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""drinks"", ""cuisines"": [""mexican"", ""coffee_cafe""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""drinks"": [""bar""]}, ""cuisine_evidence"": {""mexican"": [""taco""], ""coffee_cafe"": [""coffee""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""atleats"", ""thingstodoinatlanta""], ""mentions"": [""atlantacoffeeshops"", ""atllovesmo"", ""fortheloveof.vinyl"", ""martatransit"", ""stereoatl""], ""likes"": 2758, ""comments"": 83, ""video_views"": 17737}}","{""meal_type_evidence"": {""embedding_label"": ""snack"", ""embedding_similarity"": 0.204, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""mexican"", ""coffee_cafe""], ""newly_detected"": [], ""removed"": [""mexican"", ""coffee_cafe""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.316, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}}"
3381580548684207267,event,0.7,event,0.613,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""lunch"", ""cuisines"": [], ""content_type"": ""event"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""lunch"": [""lunch""]}, ""cuisine_evidence"": {}, ""content_evidence"": {""event"": [""event""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""atlfoodie"", ""onlyzooatl"", ""thingstodoinatl""], ""mentions"": [""zooatl""], ""likes"": 1461, ""comments"": 102, ""video_views"": 16889}}","{""meal_type_evidence"": {""embedding_label"": ""snack"", ""embedding_similarity"": 0.145, ""baseline_label"": ""lunch"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [], ""newly_detected"": [], ""removed"": [], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""activity"", ""embedding_similarity"": 0.326, ""baseline_label"": ""event"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}}"
3488270548775894030,unknown,0.7,unknown,0.613,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""unknown"", ""cuisines"": [], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {}, ""cuisine_evidence"": {}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""atleats"", ""atlfoodie"", ""nandos"", ""nandosgold""], ""mentions"": [""nandosusa""], ""likes"": 1637, ""comments"": 73, ""video_views"": 16186}}","{""meal_type_evidence"": {""embedding_label"": ""snack"", ""embedding_similarity"": 0.294, ""baseline_label"": ""unknown"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [], ""newly_detected"": [], ""removed"": [], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.236, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}}"
3547050951028033002,drinks,0.7,drinks,0.613,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""drinks"", ""cuisines"": [""mexican"", ""coffee_cafe""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""drinks"": [""bar""]}, ""cuisine_evidence"": {""mexican"": [""taco""], ""coffee_cafe"": [""coffee""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""atleats"", ""thingstodoinatlanta""], ""mentions"": [""atlantacoffeeshops."", ""atllovesmo"", ""martatransit"", ""stereoatl""], ""likes"": 2570, ""comments"": 50, ""video_views"": 16100}}","{""meal_type_evidence"": {""embedding_label"": ""snack"", ""embedding_similarity"": 0.189, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""mexican"", ""coffee_cafe""], ""newly_detected"": [], ""removed"": [""mexican"", ""coffee_cafe""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.303, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}}"
3232241497180689853,event,0.7,event,0.613,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""breakfast"", ""cuisines"": [""coffee_cafe""], ""content_type"": ""event"", ""location"": {""name"": ""Oakland Cemetery"", ""slug"": ""oakland-cemetery""}, ""signals"": {""meal_evidence"": {""breakfast"": [""breakfast""]}, ""cuisine_evidence"": {""coffee_cafe"": [""coffee"", ""latte""]}, ""content_evidence"": {""event"": [""market""]}}, ""metadata"": {""hashtags"": [""atlantaeats"", ""atlbreakfast"", ""atlcoffee"", ""atlcoffeeshops""], ""mentions"": [""atllovesmo"", ""grantparkatl"", ""grantparkmarket"", ""oaklandcemetery"", ""percatlanta"", ""perccoffee""], ""likes"": 1732, ""comments"": 70, ""video_views"": 14546}}","{""meal_type_evidence"": {""embedding_label"": ""snack"", ""embedding_similarity"": 0.299, ""baseline_label"": ""breakfast"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [""coffee_cafe""], ""embedding_similarities"": {""coffee_cafe"": 0.444}, ""baseline_cuisines"": [""coffee_cafe""], ""newly_detected"": [], ""removed"": [], ""reason"": ""embedding_confirms_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.417, ""baseline_label"": ""event"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""embedding_disagrees_but_baseline_acceptable""}}"
3623851434056756677,event,0.95,event,0.863,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""drinks"", ""cuisines"": [""mexican""], ""content_type"": ""event"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""brunch"": [""brunch""], ""lunch"": [""lunch""], ""dinner"": [""dinner"", ""date night""], ""drinks"": [""beer"", ""margarita"", ""tequila"", ""gin"", ""shot"", ""shots""]}, ""cuisine_evidence"": {""mexican"": [""mexican"", ""taco"", ""quesadilla"", ""birria""]}, ""content_evidence"": {""event"": [""live music""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""atleats"", ""atlfoodie""], ""mentions"": [""atllovesmo"", ""casabalamatl"", ""chicheriamx"", ""eltesoroatl"", ""eltesorowestend"", ""leeandwhite"", ""theworksatl"", ""where2atlanta""], ""likes"": 1444, ""comments"": 72, ""video_views"": 13809}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.321, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [""mexican""], ""embedding_similarities"": {""mexican"": 0.478}, ""baseline_cuisines"": [""mexican""], ""newly_detected"": [], ""removed"": [], ""reason"": ""embedding_confirms_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.338, ""baseline_label"": ""event"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}}"
3491202153362478458,event,0.95,event,0.863,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""drinks"", ""cuisines"": [""vegan""], ""content_type"": ""event"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""drinks"": [""bar"", ""drink"", ""gin"", ""rum""], ""snack"": [""snack""]}, ""cuisine_evidence"": {""vegan"": [""plant based""]}, ""content_evidence"": {""event"": [""event"", ""live music"", ""ticket"", ""seasonal""]}}, ""metadata"": {""hashtags"": [""atldatenight"", ""atlevents"", ""atllivemusic"", ""thingstodoinatlanta""], ""mentions"": [""atllovesmo"", ""bardo.atl"", ""drinkninedot""], ""likes"": 2384, ""comments"": 79, ""video_views"": 13723}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.321, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""vegan""], ""newly_detected"": [], ""removed"": [""vegan""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.391, ""baseline_label"": ""event"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_disagrees_but_baseline_acceptable""}}"
3620986139394950640,unknown,0.7,unknown,0.613,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""unknown"", ""cuisines"": [""chinese""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {}, ""cuisine_evidence"": {""chinese"": [""dumpling""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""deltapartner"", ""doechii"", ""thingstodoinatlanta"", ""uber""], ""mentions"": [""delta"", ""doechii"", ""granaatl"", ""gus.dumplings."", ""sugarshanes"", ""uber""], ""likes"": 1056, ""comments"": 121, ""video_views"": 11888}}","{""meal_type_evidence"": {""embedding_label"": ""snack"", ""embedding_similarity"": 0.188, ""baseline_label"": ""unknown"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""chinese""], ""newly_detected"": [], ""removed"": [""chinese""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""event"", ""embedding_similarity"": 0.176, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}}"
3558488657680017501,event,0.7,event,0.613,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""drinks"", ""cuisines"": [], ""content_type"": ""event"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""drinks"": [""gin""]}, ""cuisine_evidence"": {}, ""content_evidence"": {""event"": [""limited time""]}}, ""metadata"": {""hashtags"": [""atlantablog"", ""atlblog"", ""atlfitness"", ""thingstodoinatlanta""], ""mentions"": [""atltherapeuticmassage"", ""candicepilates"", ""empowerrehabandwellness""], ""likes"": 1330, ""comments"": 147, ""video_views"": 11121}}","{""meal_type_evidence"": {""embedding_label"": ""dessert"", ""embedding_similarity"": 0.165, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [], ""newly_detected"": [], ""removed"": [], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.088, ""baseline_label"": ""event"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}}"
3481094245182310761,event,0.7,event,0.613,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""drinks"", ""cuisines"": [], ""content_type"": ""event"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""drinks"": [""gin""]}, ""cuisine_evidence"": {}, ""content_evidence"": {""event"": [""ticket""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""thingstodoinatlanta""], ""mentions"": [""atllovesmo"", ""gameover_atlanta""], ""likes"": 1185, ""comments"": 49, ""video_views"": 10977}}","{""meal_type_evidence"": {""embedding_label"": ""breakfast"", ""embedding_similarity"": 0.034, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [], ""newly_detected"": [], ""removed"": [], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""activity"", ""embedding_similarity"": 0.303, ""baseline_label"": ""event"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}}"
3772297157601733680,event,0.7,event,0.613,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""unknown"", ""cuisines"": [], ""content_type"": ""event"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {}, ""cuisine_evidence"": {}, ""content_evidence"": {""event"": [""grand opening""]}}, ""metadata"": {""hashtags"": [""atlanta"", ""atlantablackfriday"", ""atlblog"", ""collegepark""], ""mentions"": [""allurebeautyga""], ""likes"": 872, ""comments"": 66, ""video_views"": 10260}}","{""meal_type_evidence"": {""embedding_label"": ""snack"", ""embedding_similarity"": 0.247, ""baseline_label"": ""unknown"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [], ""newly_detected"": [], ""removed"": [], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""event"", ""embedding_similarity"": 0.316, ""baseline_label"": ""event"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}}"
3797775863409363524,event,0.7,event,0.613,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""drinks"", ""cuisines"": [""mexican"", ""coffee_cafe""], ""content_type"": ""event"", ""location"": {""name"": ""Duluth, Georgia"", ""slug"": ""duluth-georgia""}, ""signals"": {""meal_evidence"": {""drinks"": [""margarita""]}, ""cuisine_evidence"": {""mexican"": [""mexican"", ""taco""], ""coffee_cafe"": [""latte""]}, ""content_evidence"": {""event"": [""live music""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""atlfoodie""], ""mentions"": [""atllovesmo"", ""rrealtacos""], ""likes"": 651, ""comments"": 53, ""video_views"": 10188}}","{""meal_type_evidence"": {""embedding_label"": ""snack"", ""embedding_similarity"": 0.288, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [""mexican""], ""embedding_similarities"": {""mexican"": 0.4}, ""baseline_cuisines"": [""mexican"", ""coffee_cafe""], ""newly_detected"": [], ""removed"": [""coffee_cafe""], ""reason"": ""embedding_refined_cuisine_list""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.388, ""baseline_label"": ""event"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""embedding_disagrees_but_baseline_acceptable""}}"
3768090781925071161,dinner,0.7,dinner,0.613,CONFIDENCE_UPDATED,-0.087,"{""meal_type"": ""dinner"", ""cuisines"": [""japanese""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""dinner"": [""date night""], ""drinks"": [""gin""]}, ""cuisine_evidence"": {""japanese"": [""japanese"", ""sushi""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""atlfoodie""], ""mentions"": [""atllovesmo"", ""nakatorestaurant""], ""likes"": 1347, ""comments"": 1210, ""video_views"": 9993}}","{""meal_type_evidence"": {""embedding_label"": ""snack"", ""embedding_similarity"": 0.237, ""baseline_label"": ""dinner"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""japanese""], ""newly_detected"": [], ""removed"": [""japanese""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.266, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.7, ""override"": false, ""reason"": ""weak_embedding_match_keep_baseline""}}"
